1,-0.0151,20,-1321,0.086522,0,501.1,0,3.2758,-0.0052573
2,-0.00166,20,-12050,0.086522,0,502.1,0,3.3606,-0.00057636
3,0.00139,20,14434,0.086522,0,503.1,0,3.4368,0.00048115
4,0.00072,20,27763,0.086522,0,504.1,0,3.4936,0.00025015
5,0.000345,20,58045,0.086522,0,505.1,0,3.5387,0.00011965
6,0.000364,20,54876,0.086522,0,506.1,0,3.5785,0.00012656
7,0.000347,20,57588,0.086522,0,507.1,0,3.6142,0.0001206
8,0.000298,20,67225,0.086522,0,508.1,0,3.6465,0.00010331
9,0.000291,20,68841,0.086522,0,509.1,0,3.6764,0.00010088
10,0.000291,20,68785,0.086522,0,510.1,0,3.7041,0.00010097
11,0.000262,20,76376,0.086522,0,511.1,0,3.7301,9.0931e-05
12,0.000248,20,80587,0.086522,0,512.1,0,3.7547,8.618e-05
13,0.000231,20,86700,0.086522,0,513.1,0,3.778,8.0104e-05
14,0.000224,20,89091,0.086522,0,514.1,0,3.8004,7.7954e-05
15,0.000202,20,98993,0.086522,0,515.1,0,3.8216,7.0156e-05
16,0.000199,20,100670,0.086522,0,516.1,0,3.842,6.8989e-05
17,0.000203,20,98425,0.086522,0,517.1,0,3.8614,7.0561e-05
18,0.00021,20,95299,0.086522,0,518.1,0,3.8799,7.2875e-05
19,0.000147,20,135880,0.086522,0,519.1,0,3.8977,5.1111e-05
20,0.000155,20,128990,0.086522,0,520.1,0,3.9148,5.3839e-05
21,0.000166,20,120470,0.086522,0,521.1,0,3.9316,5.765e-05
22,0.000144,20,139270,0.086522,0,522.1,0,3.9478,4.9868e-05
23,0.000147,20,135860,0.086522,0,523.1,0,3.9635,5.1117e-05
24,0.000137,20,146410,0.086522,0,524.1,0,3.9786,4.7436e-05
25,0.000145,20,137590,0.086522,0,525.1,0,3.9932,5.0477e-05
26,0.00015,20,133320,0.086522,0,526.1,0,4.0076,5.2091e-05
27,0.000126,20,158790,0.086522,0,527.1,0,4.0216,4.3736e-05
28,0.000123,20,162310,0.086522,0,528.1,0,4.0351,4.2789e-05
29,0.000144,20,139370,0.086522,0,529.1,0,4.0484,4.983e-05
30,0.000119,20,167950,0.086522,0,530.1,0,4.0613,4.1352e-05
31,0.000123,20,162710,0.086522,0,531.1,0,4.0739,4.2684e-05
32,0.000114,20,175300,0.086522,0,532.1,0,4.0864,3.9618e-05
33,0.000142,20,141190,0.086522,0,533.1,0,4.0986,4.919e-05
