1,0.00232,25,10753,0.10815,0,501.1,0,6.4567,0.0008073
2,0.00228,25,10946,0.10815,0,502.1,0,6.8705,0.00079308
3,0.00246,25,10182,0.10815,0,503.1,0,7.1657,0.00085263
4,0.00221,25,11299,0.10815,0,504.1,0,7.4072,0.00076834
5,0.00197,25,12693,0.10815,0,505.1,0,7.6138,0.00068395
6,0.00174,25,14367,0.10815,0,506.1,0,7.7968,0.00060423
7,0.00157,25,15888,0.10815,0,507.1,0,7.9621,0.00054641
8,0.00148,25,16929,0.10815,0,508.1,0,8.1141,0.00051279
9,0.0014,25,17849,0.10815,0,509.1,0,8.2552,0.00048636
10,0.00128,25,19595,0.10815,0,510.1,0,8.3874,0.00044304
11,0.0012,25,20828,0.10815,0,511.1,0,8.5117,0.00041681
12,0.00115,25,21792,0.10815,0,512.1,0,8.6286,0.00039836
13,0.00107,25,23300,0.10815,0,513.1,0,8.7393,0.00037258
14,0.00101,25,24829,0.10815,0,514.1,0,8.8443,0.00034963
15,0.000985,25,25389,0.10815,0,515.1,0,8.9444,0.00034193
16,0.000946,25,26423,0.10815,0,516.1,0,9.0395,0.00032855
17,0.000883,25,28309,0.10815,0,517.1,0,9.1298,0.00030665
18,0.000818,25,30569,0.10815,0,518.1,0,9.2166,0.00028399
19,0.000836,25,29890,0.10815,0,519.1,0,9.3005,0.00029043
20,0.000812,25,30769,0.10815,0,520.1,0,9.3804,0.00028214
21,0.00073,25,34226,0.10815,0,521.1,0,9.458,0.00025364
22,0.000754,25,33169,0.10815,0,522.1,0,9.5325,0.00026173
23,0.000731,25,34214,0.10815,0,523.1,0,9.6048,0.00025373
24,0.000681,25,36691,0.10815,0,524.1,0,9.6744,0.00023661
25,0.00065,25,38482,0.10815,0,525.1,0,9.7427,0.00022559
26,0.000641,25,38997,0.10815,0,526.1,0,9.8078,0.00022261
27,0.000635,25,39345,0.10815,0,527.1,0,9.8724,0.00022064
28,0.000578,25,43284,0.10815,0,528.1,0,9.9341,0.00020056
29,0.000609,25,41067,0.10815,0,529.1,0,9.9942,0.00021139
30,0.00059,25,42366,0.10815,0,530.1,0,10.053,0.00020491
31,0.000543,25,46081,0.10815,0,531.1,0,10.11,0.00018839
32,0.000549,25,45532,0.10815,0,532.1,0,10.165,0.00019066
33,0.000541,25,46248,0.10815,0,533.1,0,10.22,0.00018771
34,0.000517,25,48390,0.10815,0,534.1,0,10.272,0.0001794
35,0.000479,25,52213,0.10815,0,535.1,0,10.324,0.00016626
36,0.000484,25,51662,0.10815,0,536.1,0,10.374,0.00016804
37,0.000515,25,48578,0.10815,0,537.1,0,10.424,0.00017871
38,0.000467,25,53513,0.10815,0,538.1,0,10.472,0.00016223
39,0.000449,25,55636,0.10815,0,539.1,0,10.519,0.00015604
40,0.000458,25,54587,0.10815,0,540.1,0,10.565,0.00015903
41,0.000467,25,53583,0.10815,0,541.1,0,10.611,0.00016201
42,0.000426,25,58706,0.10815,0,542.1,0,10.656,0.00014788
43,0.000453,25,55198,0.10815,0,543.1,0,10.7,0.00015727
44,0.000427,25,58512,0.10815,0,544.1,0,10.743,0.00014837
45,0.00042,25,59591,0.10815,0,545.1,0,10.786,0.00014568
46,0.000397,25,62948,0.10815,0,546.1,0,10.827,0.00013791
47,0.000405,25,61782,0.10815,0,547.1,0,10.868,0.00014051
48,0.000403,25,62000,0.10815,0,548.1,0,10.908,0.00014002
49,0.000384,25,65175,0.10815,0,549.1,0,10.947,0.0001332
50,0.000389,25,64310,0.10815,0,550.1,0,10.986,0.00013499
51,0.000395,25,63299,0.10815,0,551.1,0,11.024,0.00013715
52,0.000368,25,67976,0.10815,0,552.1,0,11.061,0.00012771
53,0.000355,25,70509,0.10815,0,553.1,0,11.098,0.00012312
54,0.000363,25,68899,0.10815,0,554.1,0,11.134,0.000126
55,0.000351,25,71269,0.10815,0,555.1,0,11.17,0.00012181
56,0.000331,25,75590,0.10815,0,556.1,0,11.204,0.00011485
57,0.000308,25,81249,0.10815,0,557.1,0,11.239,0.00010685
58,0.000349,25,71551,0.10815,0,558.1,0,11.273,0.00012133
59,0.000311,25,80313,0.10815,0,559.1,0,11.306,0.00010809
60,0.00031,25,80639,0.10815,0,560.1,0,11.339,0.00010766
61,0.000322,25,77659,0.10815,0,561.1,0,11.371,0.00011179
62,0.00032,25,78206,0.10815,0,562.1,0,11.403,0.000111
63,0.000308,25,81087,0.10815,0,563.1,0,11.435,0.00010706
64,0.000302,25,82913,0.10815,0,564.1,0,11.466,0.0001047
65,0.000333,25,75064,0.10815,0,565.1,0,11.497,0.00011565
66,0.000308,25,81246,0.10815,0,566.1,0,11.527,0.00010685
67,0.000279,25,89545,0.10815,0,567.1,0,11.557,9.6948e-05
68,0.000297,25,84313,0.10815,0,568.1,0,11.586,0.00010296
69,0.000301,25,82962,0.10815,0,569.1,0,11.615,0.00010464
70,0.000279,25,89524,0.10815,0,570.1,0,11.644,9.697e-05
71,0.00027,25,92660,0.10815,0,571.1,0,11.672,9.3688e-05
72,0.000286,25,87455,0.10815,0,572.1,0,11.7,9.9265e-05
73,0.000306,25,81722,0.10815,0,573.1,0,11.728,0.00010623
74,0.000277,25,90144,0.10815,0,574.1,0,11.755,9.6303e-05
75,0.000258,25,97065,0.10815,0,575.1,0,11.782,8.9437e-05
76,0.000288,25,86659,0.10815,0,576.1,0,11.808,0.00010018
77,0.000274,25,91240,0.10815,0,577.1,0,11.835,9.5147e-05
78,0.000247,25,101240,0.10815,0,578.1,0,11.86,8.5749e-05
79,0.000241,25,103690,0.10815,0,579.1,0,11.886,8.3721e-05
80,0.000261,25,95617,0.10815,0,580.1,0,11.911,9.0791e-05
81,0.00025,25,99842,0.10815,0,581.1,0,11.937,8.6949e-05
82,0.000243,25,102870,0.10815,0,582.1,0,11.962,8.4392e-05
83,0.000258,25,97019,0.10815,0,583.1,0,11.986,8.9479e-05
84,0.000228,25,109630,0.10815,0,584.1,0,12.011,7.919e-05
85,0.000228,25,109650,0.10815,0,585.1,0,12.035,7.917e-05
