0.0001276,0.00044009,0.0011669,1.6276
0.0001807,0.00038189,0.0013094,1.6255
0.00023353,0.00042554,0.0014112,1.6227
0.00028575,0.00034124,0.001362,1.6193
0.00033701,0.00039229,0.0013171,1.6152
0.00038832,0.00038269,0.0013742,1.6105
0.00044087,0.00039442,0.0012833,1.6049
0.00049346,0.00040863,0.001284,1.5987
0.00054556,0.00037992,0.0013429,1.5919
0.00059751,0.00054763,0.0022614,1.5845
0.00064933,0.069484,0.37279,1.5764
0.00070161,0.22722,1.0685,1.5676
0.00075463,0.23419,1.1812,1.5581
0.00080702,0.19824,1.1802,1.548
0.00085851,0.14321,1.0477,1.5376
0.00091004,0.12553,0.93761,1.5265
0.00096244,0.11295,0.8659,1.5146
0.0010152,0.10229,0.88515,1.5021
0.0010678,0.096476,0.7563,1.4891
0.0011198,0.088079,0.75952,1.4757
0.0011711,0.078011,0.84167,1.4619
0.0012232,0.074226,0.66409,1.4474
0.0012756,0.068917,0.72202,1.4323
0.001328,0.063838,0.70325,1.4168
0.0013803,0.057513,0.75494,1.4008
0.0014321,0.057455,0.72524,1.3845
0.0014839,0.059319,0.69835,1.3678
0.0015364,0.056355,0.6968,1.3504
0.0015891,0.052673,0.71258,1.3326
0.0016412,0.052152,0.69803,1.3146
0.001693,0.052631,0.73243,1.2963
0.0017451,0.052964,0.80631,1.2776
0.0017974,0.048172,0.68285,1.2585
0.0018499,0.051162,0.68989,1.2391
0.0019023,0.048625,0.66766,1.2193
0.0019546,0.050581,0.67761,1.1994
0.0020062,0.04589,0.66245,1.1794
0.0020584,0.049065,0.69424,1.159
0.0021111,0.048502,0.65231,1.1383
0.0021634,0.047041,0.69284,1.1174
0.0022154,0.047369,0.68912,1.0966
0.0022671,0.047002,0.7218,1.0757
0.0023195,0.046086,0.62779,1.0544
0.0023721,0.045726,0.67263,1.0329
0.0024244,0.045409,0.64801,1.0114
0.0024764,0.04605,0.66526,0.99002
0.0025283,0.04665,0.63423,0.96863
0.0025799,0.046173,0.64756,0.94729
0.0026325,0.04429,0.62815,0.92553
0.0026852,0.045991,0.61886,0.90378
0.0027373,0.04656,0.62109,0.88227
0.0027892,0.047634,0.62966,0.86086
0.0028411,0.049008,0.60923,0.83954
0.0028933,0.050903,0.60867,0.81817
0.0029457,0.050212,0.62393,0.79678
0.0029984,0.049776,0.6204,0.77543
0.0030504,0.051171,0.61335,0.75443
0.003102,0.053912,0.61443,0.73376
0.0031544,0.053478,0.63599,0.71295
0.003207,0.052429,0.6255,0.69222
0.0032594,0.053718,0.62184,0.67175
0.0033114,0.051887,0.62848,0.65159
0.0033633,0.051006,0.6213,0.63174
0.0034153,0.049538,0.61965,0.61205
0.0034678,0.052756,0.58904,0.59243
0.0035202,0.055327,0.59534,0.57306
0.0035722,0.055623,0.63947,0.55411
0.0036243,0.058785,0.61928,0.5354
0.0036763,0.062544,0.57006,0.51701
0.0037286,0.063733,0.55751,0.4988
0.0037809,0.065624,0.59423,0.48089
0.0038332,0.069274,0.59541,0.46329
0.0038855,0.071233,0.58548,0.44601
0.0039372,0.075312,0.59599,0.42925
0.0039892,0.08007,0.62562,0.41269
0.0040415,0.081381,0.63455,0.3964
0.0040938,0.087076,0.64794,0.38045
0.0041461,0.092013,0.62448,0.36485
0.0043028,0.10063,0.66968,0.32024
0.004355,0.11064,0.65926,0.30608
0.0044071,0.12322,0.67312,0.29233
0.0044591,0.13527,0.69114,0.27897
0.0045111,0.1444,0.70119,0.26598
0.0045634,0.15992,0.73865,0.25327
0.0046158,0.17124,0.73272,0.24092
0.0046681,0.18579,0.70925,0.22897
0.0047202,0.20083,0.69857,0.21742
0.0047721,0.21869,0.72205,0.20626
0.0048244,0.24122,0.7512,0.19542
0.0048768,0.27602,0.75719,0.18491
0.0049289,0.31129,0.76442,0.1748
0.004981,0.34894,0.77022,0.16508
0.005033,0.39076,0.75265,0.15572
0.0050851,0.43705,0.79531,0.14669
0.0051376,0.4907,0.81532,0.13795
0.0051897,0.55477,0.84933,0.12961
0.0052416,0.6086,0.84424,0.12163
0.0052934,0.65868,0.86791,0.11402
0.0053453,0.7115,0.84425,0.1067
0.0053979,0.77101,0.83362,0.099617
0.0054504,0.81545,0.87381,0.092871
0.0055025,0.83728,0.85154,0.086477
0.0055546,0.85041,0.81699,0.080406
0.0056066,0.836,0.86862,0.074629
0.0056588,0.8186,0.86491,0.069126
0.0057112,0.78582,0.91119,0.063893
0.0057634,0.71651,0.88382,0.05895
0.0058155,0.64737,0.84135,0.05429
0.0058677,0.58528,0.82721,0.049895
0.0059199,0.52071,0.801,0.045749
0.0059722,0.46154,0.83631,0.041844
0.0060244,0.38989,0.78637,0.038183
0.0060767,0.3215,0.73814,0.034762
0.0061287,0.27253,0.67978,0.031576
0.0061809,0.22978,0.61854,0.028597
0.0062334,0.18712,0.55729,0.025818
0.0062857,0.14857,0.46859,0.023247
0.0063378,0.12018,0.39209,0.020881
0.0063898,0.098825,0.32886,0.01871
0.006442,0.082669,0.28476,0.016705
0.0064945,0.071329,0.23528,0.014866
0.0065466,0.059952,0.1896,0.013201
0.0065987,0.048823,0.15495,0.01169
0.0066511,0.040538,0.13079,0.010324
0.0067032,0.034266,0.11186,0.0091055
0.0067552,0.02868,0.092683,0.0080209
0.0068075,0.024931,0.079569,0.0070582
0.0068598,0.021955,0.067278,0.0062153
0.0069119,0.019602,0.057894,0.0054879
0.0069639,0.017459,0.050184,0.0048671
0.0070163,0.016421,0.044703,0.0043412
0.0070686,0.014742,0.039239,0.0039091
0.0071208,0.013669,0.036569,0.0035646
0.007173,0.01275,0.03395,0.0033004
0.0072248,0.01217,0.031553,0.0031111
0.007277,0.011658,0.03095,0.0029887
0.0073294,0.011289,0.029132,0.0029286
0.0073819,0.011276,0.028968,0.0029263
0.0074341,0.011327,0.028299,0.0029759
0.0074861,0.011399,0.029111,0.0030718
0.0075381,0.011547,0.029905,0.0032095
0.0075903,0.011696,0.029311,0.0033847
0.0076426,0.012073,0.03037,0.0035931
0.0076948,0.012256,0.031719,0.0038293
0.007747,0.012879,0.03279,0.0040901
0.0077991,0.013265,0.03499,0.0043705
0.0078513,0.013867,0.036454,0.004668
0.0079036,0.014164,0.036794,0.0049798
0.0079557,0.014974,0.037689,0.0052999
0.0080077,0.015619,0.038704,0.0056263
0.0080597,0.016765,0.041427,0.0059565
0.008112,0.017502,0.042402,0.0062893
0.0081643,0.01837,0.044424,0.0066211
0.0082165,0.01959,0.045516,0.0069489
0.0082688,0.020772,0.046911,0.0072703
0.0083208,0.022029,0.048418,0.0075825
0.0083729,0.022781,0.050898,0.0078855
0.0084252,0.023846,0.052199,0.0081782
0.0084774,0.025272,0.051811,0.0084574
0.0085294,0.026531,0.054562,0.0087217
0.0085817,0.028062,0.056477,0.0089712
0.0086339,0.029252,0.057723,0.0092042
0.0086862,0.030738,0.05988,0.0094202
0.0087385,0.032659,0.061499,0.0096178
0.0087905,0.034055,0.063551,0.0097959
0.0088426,0.036007,0.063241,0.0099547
0.0088946,0.038871,0.064095,0.010094
0.0089468,0.039501,0.064615,0.010214
0.008999,0.040844,0.068401,0.010314
0.0090513,0.042556,0.07,0.010394
0.0091035,0.043619,0.07124,0.010454
0.0091554,0.045215,0.071103,0.010494
0.0092074,0.047226,0.072769,0.010514
0.0092596,0.049794,0.073798,0.010515
0.0093119,0.05122,0.077335,0.010498
0.0093641,0.052563,0.076279,0.010462
0.0094162,0.054199,0.076223,0.010408
0.0094683,0.054886,0.078343,0.010337
0.0095207,0.05616,0.078302,0.010249
0.0095729,0.056502,0.079019,0.010145
0.0096252,0.057355,0.080007,0.010026
0.0096772,0.057059,0.081791,0.0098924
0.0097294,0.057306,0.083165,0.0097455
0.0097817,0.058009,0.0846,0.009585
0.009834,0.057916,0.084927,0.0094125
0.0098863,0.05722,0.0847,0.0092291
0.0099384,0.05654,0.083102,0.0090359
0.0099905,0.056451,0.085514,0.0088334
0.010043,0.056006,0.085386,0.0086223
0.010095,0.053213,0.082956,0.0084031
0.010147,0.047528,0.077431,0.0081769
0.010199,0.043987,0.075929,0.0079453
0.010252,0.041611,0.07418,0.0077095
0.010304,0.042426,0.076794,0.0074687
0.010356,0.041659,0.075974,0.0072242
0.010408,0.040155,0.074514,0.0069785
0.01046,0.03811,0.07289,0.006731
0.010513,0.036745,0.069908,0.0064824
0.010565,0.035536,0.070402,0.0062336
0.010617,0.034197,0.069545,0.0059851
0.010669,0.033219,0.067263,0.0057378
0.010721,0.032077,0.064364,0.0054937
0.010773,0.03051,0.063364,0.0052523
0.010826,0.028721,0.062657,0.0050139
0.010878,0.026871,0.060406,0.0047787
0.01093,0.025611,0.056523,0.0045473
0.010982,0.024243,0.054157,0.0043223
0.011034,0.023444,0.051674,0.0041013
0.011087,0.021596,0.04904,0.0038868
0.011139,0.019911,0.047345,0.0036788
0.011191,0.018956,0.043871,0.0034764
0.011243,0.017726,0.040963,0.0032811
0.011295,0.016685,0.040123,0.0030928
0.011347,0.015695,0.037446,0.0029122
0.0114,0.014493,0.035735,0.0027388
0.011452,0.013294,0.032946,0.0025727
0.011504,0.012504,0.031619,0.0024147
0.011556,0.011707,0.028434,0.0022647
0.011608,0.010849,0.026769,0.0021234
0.011661,0.0099067,0.025087,0.0019899
0.011713,0.0090863,0.023454,0.0018638
0.011765,0.0083184,0.021303,0.0017459
0.011817,0.0077423,0.019425,0.0016362
0.01187,0.0070916,0.018011,0.0015347
0.011922,0.0065031,0.01698,0.0014413
0.011974,0.006092,0.015699,0.0013554
0.012026,0.0055323,0.014306,0.0012769
0.012078,0.0050103,0.01302,0.0012058
0.01213,0.0048392,0.012195,0.0011421
0.012182,0.0045308,0.01153,0.0010856
0.012235,0.0043317,0.010572,0.0010356
0.012287,0.0040545,0.0096147,0.00099223
0.012339,0.0039109,0.0093762,0.00095538
0.012391,0.0037116,0.0087347,0.00092455
0.012443,0.0035772,0.0084665,0.00089964
0.012495,0.0034643,0.0083378,0.0008802
0.012548,0.0034894,0.0077195,0.00086591
0.0126,0.0033717,0.0073661,0.00085664
0.012652,0.0033608,0.0074068,0.00085205
0.012704,0.0043855,0.0087847,0.00085181
0.012756,0.0032985,0.0070156,0.00085559
0.012809,0.0032982,0.0070677,0.00086312
0.012861,0.00335,0.0072086,0.00087412
0.012913,0.0034558,0.0071495,0.00088825
0.012965,0.0034403,0.0070323,0.00090509
0.013017,0.0036639,0.0075307,0.0009244
0.013069,0.0036465,0.0073244,0.00094602
0.013122,0.0037924,0.0076319,0.00096965
0.013174,0.0039238,0.0080111,0.00099482
0.013226,0.0039661,0.0080139,0.0010213
0.013278,0.0041614,0.0078884,0.0010488
0.01333,0.0042814,0.0078962,0.0010773
0.013382,0.0044426,0.0082949,0.0011065
0.013434,0.0045497,0.0085181,0.001136
0.013487,0.0046993,0.0087223,0.0011656
0.013539,0.0049785,0.0087984,0.0011949
0.013591,0.005111,0.0090427,0.0012239
0.013643,0.0053006,0.0093859,0.0012527
0.013695,0.0054272,0.0098877,0.0012807
0.013748,0.0056556,0.010036,0.0013077
0.0138,0.0059504,0.010305,0.0013336
0.013852,0.0060876,0.010325,0.0013583
0.013904,0.0062522,0.01013,0.0013816
0.013956,0.0063935,0.010599,0.0014036
0.014009,0.006529,0.011027,0.001424
0.014061,0.0068517,0.010836,0.0014427
0.014113,0.007039,0.010938,0.0014595
0.014165,0.007193,0.011045,0.0014746
0.014217,0.0073355,0.011478,0.0014878
0.01427,0.0074302,0.011998,0.001499
0.014322,0.0076926,0.012227,0.0015082
0.014374,0.0076681,0.012026,0.0015153
0.014426,0.0077458,0.011726,0.0015205
0.014478,0.0078175,0.012425,0.0015235
0.014531,0.0079732,0.012692,0.0015245
0.014583,0.0079576,0.01271,0.0015235
0.014635,0.0083645,0.012828,0.0015204
0.014687,0.0081605,0.012966,0.0015153
0.014739,0.0080495,0.013494,0.0015083
0.014792,0.0079685,0.01332,0.0014993
0.014844,0.008121,0.013173,0.0014885
0.014896,0.0080325,0.013104,0.0014759
0.014948,0.0078152,0.013707,0.0014616
0.015,0.0078121,0.013914,0.0014455
0.015053,0.0076611,0.013657,0.0014279
0.015105,0.0075921,0.013332,0.0014088
0.015157,0.0073505,0.013601,0.0013883
0.015209,0.007201,0.013875,0.0013665
0.015261,0.0071343,0.01416,0.0013434
0.015314,0.007054,0.013772,0.0013191
0.015366,0.0068514,0.013697,0.0012937
0.015418,0.0066664,0.013285,0.0012674
0.01547,0.0065289,0.013121,0.0012404
0.015522,0.0063694,0.012898,0.0012126
0.015575,0.0061483,0.012677,0.0011841
0.015627,0.0059046,0.012691,0.001155
0.015679,0.0057067,0.012468,0.0011254
0.015731,0.005522,0.012322,0.0010955
0.015783,0.0053484,0.01224,0.0010654
0.015836,0.0052031,0.011695,0.0010352
0.015888,0.005003,0.011571,0.0010046
0.01594,0.004762,0.011306,0.00097423
0.015992,0.0045797,0.010656,0.00094403
0.016045,0.0044302,0.010415,0.00091391
0.016097,0.0042259,0.010013,0.00088409
0.016149,0.0040504,0.0097202,0.00085474
0.016201,0.0038219,0.0095297,0.00082569
0.016253,0.0036495,0.0092159,0.00079708
0.016305,0.0035415,0.0087506,0.00076912
0.016357,0.0034127,0.0083562,0.0007418
0.01641,0.0033657,0.0078963,0.00071504
0.016462,0.0030479,0.0075944,0.00068898
0.016514,0.0029428,0.0072747,0.00066378
0.016566,0.0027793,0.0069165,0.00063931
0.016619,0.0026674,0.0065263,0.00061578
0.016671,0.0025657,0.0062867,0.00059316
0.016723,0.0024158,0.0061154,0.00057152
0.016775,0.0023679,0.0056357,0.00055073
0.016827,0.0022443,0.0052419,0.00053085
0.016879,0.0020985,0.0050452,0.00051207
0.016931,0.0019854,0.004829,0.00049421
0.016984,0.0016066,0.0040328,0.00047738
0.017036,0.0014064,0.0035248,0.0004616
0.017087,0.0012447,0.0030918,0.00044691
0.017139,0.0014005,0.0033639,0.00043315
0.017192,0.0014027,0.0034645,0.00042034
0.017244,0.0014437,0.0035771,0.00040857
0.017296,0.0014618,0.0035032,0.00039777
0.017348,0.0014628,0.0034143,0.00038789
0.0174,0.0013759,0.0032834,0.00037897
0.017452,0.0014393,0.0031536,0.00037098
0.017504,0.0013602,0.0030631,0.00036385
0.017557,0.0013303,0.0029486,0.00035759
0.017609,0.0013349,0.0028859,0.00035215
0.017661,0.0013007,0.0029248,0.00034754
0.017714,0.0013239,0.0029035,0.0003437
0.017766,0.0012784,0.0028002,0.00034059
0.017818,0.0012402,0.0028837,0.00033817
0.01787,0.0012934,0.0028103,0.00033641
0.017922,0.0012862,0.0027022,0.00033528
0.017975,0.0013211,0.0027119,0.00033472
0.018027,0.0013155,0.0027308,0.00033469
0.018079,0.0012957,0.0026853,0.00033516
0.018131,0.0013355,0.0027666,0.00033609
0.018184,0.0013446,0.0029109,0.00033742
0.018236,0.0013445,0.002949,0.00033912
0.018288,0.0013809,0.0029334,0.00034115
0.01834,0.0014555,0.0028755,0.00034347
0.018392,0.0014339,0.0029397,0.00034603
0.018445,0.0014989,0.0029263,0.0003488
0.018497,0.0014978,0.0029165,0.00035173
0.018549,0.0015308,0.0029719,0.00035479
0.018601,0.0015642,0.0031968,0.00035794
0.018653,0.001591,0.0032413,0.00036115
0.018706,0.0016363,0.0032564,0.00036438
0.018758,0.0017031,0.0033168,0.00036759
0.01881,0.0016529,0.0035022,0.00037078
0.018862,0.0016876,0.0033795,0.00037388
0.018915,0.0017627,0.003409,0.00037687
0.018967,0.0017852,0.0033792,0.00037974
0.019019,0.0017585,0.0033834,0.00038245
0.019071,0.0018076,0.0034955,0.00038498
0.019123,0.0018746,0.0036045,0.00038731
0.019175,0.0019151,0.0035206,0.00038944
0.019228,0.0019086,0.0037355,0.00039133
0.01928,0.001944,0.0037208,0.00039296
0.019332,0.0019537,0.0037949,0.00039432
0.019384,0.0019217,0.0038509,0.00039541
0.019436,0.0020099,0.0038603,0.00039621
0.019488,0.0020281,0.0038726,0.00039672
0.019541,0.0020599,0.0039302,0.00039692
0.019593,0.0020462,0.0039974,0.00039681
0.019645,0.0020499,0.00385,0.00039639
0.019697,0.0020265,0.0039875,0.00039565
0.01975,0.0020462,0.0040542,0.0003946
0.019802,0.0020989,0.0040925,0.00039324
0.019854,0.0020434,0.0039143,0.00039157
0.019906,0.0020224,0.0038558,0.0003896
0.019958,0.0019837,0.0039893,0.00038732
0.02001,0.0020264,0.0040269,0.00038474
0.020063,0.0020005,0.0041107,0.00038188
0.020115,0.0019749,0.0040306,0.00037875
0.020167,0.001947,0.0040124,0.00037536
0.020219,0.0019533,0.0039891,0.00037171
0.020271,0.0019137,0.0039892,0.00036783
0.020324,0.0018785,0.0041674,0.0003637
0.020376,0.0018632,0.0039998,0.00035936
0.020428,0.0018553,0.0039976,0.00035482
0.02048,0.0018357,0.0039292,0.00035008
0.020532,0.0018051,0.0039583,0.00034517
0.020585,0.0017906,0.0041247,0.00034011
0.020637,0.0017759,0.0040382,0.00033491
0.020741,0.0016433,0.0037061,0.00032416
0.020793,0.0016501,0.0036497,0.00031861
0.020845,0.0015677,0.0036708,0.00031299
0.020898,0.0015309,0.0038186,0.00030733
0.02095,0.0016018,0.0036788,0.00030162
0.021002,0.0014915,0.0035795,0.00029587
0.021054,0.0014793,0.0035123,0.00029011
0.021106,0.0014332,0.0033689,0.00028435
0.021158,0.0013706,0.0033773,0.0002786
0.02121,0.0013321,0.0032688,0.0002729
0.021262,0.0013257,0.0031344,0.00026723
0.021314,0.0012591,0.0031822,0.00026161
0.021366,0.0012113,0.0030137,0.00025604
0.021419,0.001219,0.0029615,0.00025054
0.021471,0.0011736,0.0028259,0.00024514
0.021523,0.0011463,0.0027243,0.00023985
0.021575,0.0011215,0.0028185,0.00023466
0.021627,0.0010474,0.0027897,0.00022957
0.021679,0.0010342,0.0026134,0.00022465
