0.00072019,1.6607
0.00075893,1.5451
0.00079726,1.5015
0.00083574,1.4579
0.00087429,1.4078
0.00091248,1.4164
0.00095081,1.3821
0.00098939,1.3823
0.0010278,1.3534
0.0010663,1.3602
0.0011051,1.3484
0.0011439,1.3421
0.0011828,1.3347
0.0012217,1.3168
0.0012605,1.3013
0.0012992,1.2876
0.0013374,1.2833
0.0013758,1.2751
0.0014145,1.2715
0.001453,1.256
0.0014912,1.2485
0.0015299,1.2439
0.0015686,1.2304
0.001607,1.2265
0.0016455,1.215
0.0016844,1.206
0.0017232,1.1946
0.0017619,1.1877
0.0018006,1.1723
0.0018392,1.1628
0.0018777,1.1521
0.0019163,1.1369
0.0019549,1.1199
0.0019932,1.1147
0.0020317,1.1011
0.0020705,1.0891
0.002109,1.0753
0.0021476,1.0614
0.0021862,1.0437
0.002225,1.0307
0.0022637,1.0176
0.0023022,1.0014
0.0023409,0.98428
0.0023795,0.97484
0.0024177,0.95649
0.0024564,0.94274
0.0024948,0.92643
0.0025334,0.91101
0.0025719,0.89707
0.0026107,0.88027
0.0026493,0.86313
0.0026879,0.84836
0.0027267,0.83105
0.0027655,0.81897
0.0028041,0.80053
0.0028427,0.79054
0.0028813,0.77369
0.0029198,0.75813
0.0029582,0.7424
0.0029967,0.72468
0.0030354,0.71106
0.003074,0.69905
0.0031127,0.68365
0.0031513,0.66982
0.0031899,0.65476
0.0032285,0.64239
0.0032671,0.62615
0.0033057,0.61136
0.0033442,0.59691
0.0033826,0.58434
0.0034215,0.5714
0.0034601,0.55658
0.0034986,0.54325
0.0035373,0.53221
0.003576,0.51858
0.0036145,0.50525
0.0036529,0.49182
0.0036917,0.47827
0.0037304,0.46377
0.003769,0.45177
0.0038074,0.43805
0.0038462,0.42917
0.0038848,0.41504
0.003923,0.40325
0.0039617,0.39136
0.0040005,0.38033
0.0040388,0.36938
0.0040774,9.6168
0.0041163,0.34701
0.0041548,0.33783
0.0041933,0.32885
0.0042322,0.31461
0.004271,0.30564
0.0043094,0.29179
0.004348,0.2805
0.0043867,0.27101
0.0044253,0.25948
0.0044635,0.25326
0.0045021,0.24443
0.0045407,0.23723
0.0045791,0.22831
0.0046176,0.22077
0.0046564,0.21176
0.0046951,0.20473
